userName;score;content;;;
Iwan Saputra;1;Tiap kali naik versi pasti susah dapet orderan. Frekuensi uda bagus rusak lg, Krna akun ggu. D naikin versi bukannya tambah enteng malah berat. Lelang aja jarang masuk gmna mau d pilih. Padahal sebelum naik versi enteng bangt;;;
Rifki Meilana;1;Verifikasi data aja harus nunggu 24 jam,beda sama dulu verifikasi hanya nunggu 4jam !!! Bagaimana apk mau berkembang klo aplikator tidak memperbaiki kualitas apknya;;;
Amin Bonek;1;ITnya tolol semua akun gak pernah pakek selain aplikasi dari playstore malah diblokir gak bisa masuk minta kode Verifikasi muncul notif yang intinya akunnya pakek pengeklik otomatis;;;
SVCM sport variant community medan official;1;Sangat buruk dlm penerimaan orderan...padahal sudah di update terus..malah makin lelet..semakin lama..saya liat apk nie semakin parah sistem nya;;;
Djap Ajung;1;Aplikasi makin gk jelas. Kastamer cencel deposit kepotong ditanya cs proses seminggu boro2 masuk. Bukan masalah duitnya tp ud sistemnya ud gk beres. Deposit masih 25k muncul suruh tambah dana apa itu bukannya ketololan......;;;
Puspita Dewi;1;Tolong dong ini apk bobrok banget, sering ke cancel sendiri bahkan maps nya eror terus di perbaiki yg betul lah sering terjadi kendala terus;;;
Muhammad Zulfan;1;Aplikasi yg sangat sangat buruk dan tidak membantu para driver nya untuk mencari pelanggan dan terkesan terlalu berpihak pada segelintir driver. Tolong aplikasi nya di perbaiki jgn terlalu berpihak karena kita juga butuh pelanggan. Klau memang kita para driver baru tidak di anggap lebih bagus kita gak usah di terima gabung di aplikasi ini biar kita bisa mencari aplikasi yg bisa membantu kita para driver2 baru. Mohon perhatian nya 🙏🙏🙏;;;
Ridwanto Purba;2;Maxim aja udah ada pembayara pake e-wallet masaa kalah sama maxim indriver tolong lah di percepat untuk pembayaran non tunainya Masa ada orderan mobil ongkosnya 7000 tolong dibenahi lagi ini aplikasi nya aduh makin kesini makin aneh aja ini indriver;;;
Rheinal Almenius;3;Mohon pihak indriver untuk perbaiki navigasi map nya. Karena saya sudah 2 kali order melayang sehingga dicancel customer. Sebaiknya navigasi diarahkan ke titik A lebih dahulu (penjemputan), jangan langsung ke titik B (tujuan). Sama customer dibilang driver muter-muter. Padahal hal ini bukan berarti driver tidak cakap. Melainkan navigasi map malah langsung diarahkan ke tujuan. Semoga makin maju ke depan nya. Makasih;;;
Hidayah Al;1;Halo Tim Indrive simak ya ,,,,,Argo terlalu murah yang tapi komisi kalian naik, PPN naik, Di Bandung menawarkan harga nggak bisa semaksimal mungkin karena ada batasan tarif tapi kalo di Jakarta Driver bebas menawarkan harga setinggi-tingginya. Sudah gitu kalo ada penumpang anak kecil nggak mau dihitung 1 alasannya bisa dipangku emang nya naik angkot 👎. Perhitungan ratingnya juga nggak jelas. Makanya aq jarang Ambil orderan Indrive hanya pada keadaan terpaksa atau benar benar menguntungkan.;;;
Yosh Ari;1;Sebagai driver,akhir2 ini sangat dirugikan dengan adanya sistem baru, orderan susah sekali. Keliling2 habis bensin dari pagi sampai malam gadapat orderan. Perjalanan juga gak main2, saya sudah 1000 lebih perjalanan. Sistem barumu akan semakin menyulitkan drivermu, lama kelamaan driver lain pasti akan pindah ke aplikasi lain yg bisa mengakibatkan kerugian Indriver sendiri.;;;
yudi prihartanto;5;Masih perlu banyak pembenahan. Terutama masalah komunikasi dengan penumpang. Untuk saat ini hanya bisa komunikasi dengan penumpang melalui chat dan belom bisa via telepon;;;
david sandiata;3;tolong dong in Drive, sudah hampir sering saya mengalami gangguan seperti, memesan ojek lama sekali munculnya padahal ketika saya melihat di peta ada beberapa ojol yang stay di lokasi terdekat, tapi masih saja yang dapat pasti jauh-jauh, saya heran.;;;
fadzril rizki;2;Sistem banyak di otak atik.. update hampir seminggu sekali.. tapi malah makin parah.. sekarang autobid eror ke pengemudi atau ke penumpang juga sama.. makin sini makin ke sana.. wilayah bandung eror autobid nya nih👎🏻;;;
Mulyana Adhy;3;Fitur camera di kolom chat sudah ada lg 👍🏽 plus tambahan baru bisa voice note👍🏽. Tinggal masalah jarak jemput order masuk msh sering lbh dr 10km, sebaiknya dibenahi lg. Jika ada update, fitur² yg ud baik harap jgn dihilangkan;;;
Apriyadi Sandi;1;Banyak yang pakai aplikasi tambahan tidak jujur. Untuk pihak indriver tolong diperketat lagi sistem keamanannya, bagi driver yang menggunakan hack tolong ditindak dengan tegas;;;
rizky basrani;1;Tolong untuk indriver di adakan sistem autobid Karna sudah sangat meresah kan driver yg memakai mod atau tuyul,,jarak sudah dkt dengan penumpang tidak kena2 d cocol..2 hari sudah tdk dpt order tolong indriver segera ditindak driver2 nakal;;;
Unyil Udien;1;Ikut ikutan maxim auto tugas, awal semua d lelalng driver bisa ikut lelang. Sisa dari yang d ambil driver lain sudah tidak kelihatan. Kacau aplikasi ini Mohon di kembalikan seperti yang dulu lagi semua di lelang.;;;
Rama Dhani;1;setelah update makin kesini makin sepi tak seperti dulu yang begitu banyak orderan masuk per hari nya, dan makin kalah sama APLIKASI Cheat MOD yang nyolong orderan begitu saja tolong di basmi diperketat lagi biar gak ada kecurangan setelah update terbaru, kog malah di radar map permintaan orderan hampir kosong melompong padahal dulu di wilayah sendiri sangat banyak yang keluar di radar map orderan permintaan sampai bisa memilih rute ini sama sekali NIHIL KOSONG;;;
boy zilla;1;Ayo lah itungan argonya ngikutin jalan map nya lah, masa d itung lurus kalau ada gunung gmn, ada hutan ada laut emng bisa nembus, gunung hutan laut, manusiawi lah dikit kalau bisa di aplikasi lain udh gw daftar d aplikasi lain , driver mobil macam sampah aja di indrive mobil ga berharga kyak becak, atau cuman mau ngancurin pasar gojek dan grab doank tpi tidak memikirkan driver2 nya, jalan ko lurus, dipikir smua jalan toll, tollll ollll;;;
Chandra Aku;1;Sangat kecewa, revisi dokumen belum juga selesai. Padahal akun sudah 11k lebih perjalanan. Tidak perna kena blokir, data dang tanggal exp belum ada yang mati, tapi untuk verifikasi lama sekali sampai berminggu Minggu saya menunggu. Setelah selesai di verifikasi akun di tolak dengan alasan harus mendaftar layanan motor, aneh memang dari tahun 2020 akun memang sudah terdaftar motor masa di arahkan mendaftar motor. Berarti selama ini sistem inDrive buta dan tidak memperhatikan mitranya😔;;;
Deden Permana;4;Halo min tolong di update lagi donk. Untuk verifikasi perpindahan dari mobil ke motor malah jadi makin lama ya. Ga usah takut beda orang tinggal vermuk muka si driver ajah lebih efisien . Masa kalah sama Max...im. perpindahan cepat. Tolong dibantu.;;;
Miradzi Ma'ruf;3;Saran : untuk terima orderan otomatisnya atur untuk jarak penjemputan costumer 3km maksimal, ini malah suruh jemput penumpang 5km lebih, ga ngotak sama harga yang di ajukan;;;
Dadang Hermawan;1;Saya sudah laporan ke tim dukungan perihal saldo yang saya isi dua kali..terus kata tim dukungan nunggu 1 x 48 jam ..sudah sampe sekarang dari tgl 15 sampe tgl 29 belum juga saldo terisi ke aplikasi...mohon tanggapan nya ..saya kecewa dengan tim dukungan ...lama bgt menanggapinya...🙏;;;
Muhamad jihad Ahsan (Jihad);1;Punya keluhan, tapi tidak ada pilihan. Mau gak mau melewati kesempatan kasih rating. Tidak ada pembeda secara visual antara harga terendah dan harga di atasnya. Tak sengaja kepilih harga yg tinggi. Jadi klik yg yang tidak sesuai harapan. Mau batalin gak enak sama supirnya. Akhirnya sepanjang perjalanan jadi tak nyaman di hati. Biasa kasih tip 5000, jadi offer karrna gak enak. kasih tip lagi setelah kedapatan tarif tertinggi yang selisihnya 32.000 dari tarif termurah + tip .;;;
Muhammad Alfarizisrg2001;5;Apk ini bagus , harapan saya semoga kedepannya apk ini normal kembali seperti semula , dimana semua para pengemudi Indriver dapat bekerja dan berpenghasilan sesuai dengan keinginan dan harapan besar untuk menghidupkan keluarga.;;;
Aldi Somantri;1;Kenapa fitur kirim foto di chat pengemudi di hilangkan di aplikasi sekarang, sebelum nya sudah bagus tapi sekarang malah di tiadakan fitur kirim foto yang sangat membantu dengan customer di saat penempatan titik penjemputan kurang tepat;;;
MIB Channel;1;buset update Mulu,orderan kaga jelas,update Mulu,yang diperbaikin malah yang bukan jadi tujuan utama kalian buat aplikasi ini,malah ada jasa2 yang lain,update terus,;;;
Hasim Ibanul Hasbi;2;Setelah di update semakin terpuruk, buatlah sistem yang manusiawi bukan menyusahkan.. Dan tolong berikan suara order ketika terpilih dalam lelang penawaran supaya driver mengetahui ada order masuk...;;;
Pardi Paharuddin;5;Aplikasinya bagus, cuman fitur otomatisnya kalau masuk pelelangan jaraknya jauh, dan kalau jarak yang dekat gak masuk pelelangan;;;
jhon ken;5;sy bingung ..sy pengemudi..trus sy suru update..trus update..sy buka Mala akun sy hilang suruh daftar ulang..akun lama ko bisa hilang .. bingung..apa solusinya yah..masi ada juga saldonya..tolong solusinya biar sy bisa ke akun sy lg biar bisa narik lg.tq;;;
Jaypras Prasad;5;Update versi baru ini sudah mlai mbaik,,,trus perbaiki agar BS maksimal sluruh Driver di indriver bisa mrasakan manfaat nya mjadi mitra di apk indrive ini, bossq,,,update tingkat kan kesistem yg lbih baik dan bgus bossq🙏🙏;;;
Herdi Wuisan;5;Dimohon untuk membuat navigasi yang bisa bergerak agar tidak keluar masuk aplikasi lagi,,dan bisa mempermudah kami para driver;;;
Muhammad Sahrul;1;Apk aneh , driver dibatasi sehari hanya boleh 3 kali cancel , sementara diluaran sana banyak sekali orderan fiktif , dan anehnya saldo driver bisa kepotong kalo dapet orderan fiktif padahal belom di bawa tuh orderan;;;
JELAJAH ALA KADARNYA;1;Update terus aplikasi masih terdapat banyak bug, ya ngelag lah, ya tidak responsif lah, semuanya bug nih, saya kasih bintang 1 kalau bisa mah ada bintang 0 sih asu;;;
Reski Wahyudi;3;Tolong pertimbangin lagi dong kak, untuk pengukuran jarak pengantarannya. Mohon untuk diukur berdasarkan jalur yg diambil. Karena semua orderan yg masuk jaraknya hanya diambil garis lurus dari titik A ke titik B. Sedangkan jalur yg diambil berbelok2. Sehingga terdapat selisih jarak yg lumayan besar. Dan ini merugikan, terimakasih;;;
Joko Kustandar;1;Aplikasi yang tidak pro kepada mitra pengemudinya.ada 1 penumpang kasih bintang 4 ke mitra otomatis langsung turun rating si mitra.payah,masih jauh dari kata adil kepada mitra;;;
Azam Wijaya;3;Setelah di update banyak kendala di sistem indrivr nya sistem tidak berfungsi dengan baik ngebag dn piturnya ngebag dan mode rantai permintaan tidak berfungsi sama sekali dan mode terima otomatis tidak berfungsi.mohon di perbaiki sebelum update lancar2 ajja sekarang banyak update malah tidak optimal.;;;
Bambang Luliyanto;1;Keboborokan sistem diaplikasi yg merugikan driver..!! Customer atau driver yang cancel orderan, saldo driver tetap terpotong. Seperti mesin penguras saldo driver. Tolong perbaiki sistem seperti ini.;;;
irwaneffendy giawa;5;Aplikasi nya bagus, cuman kami susah dapat orderan yg belum prioritas ini, kemarin udah disamakan ratakan prioritas dan yg belum prioritas, mohon untuk disamakan aja, Krn kami cari uang untuk mkn,km butuh uang hidup sehari2 🙏😌;;;
Ndrow Silitonga;5;Gimana ini Pihak Manegemen INDRIVER, tolong lah kami berkerja untuk Kalian. Masak jarak dekat ngga kenak. Lelang pun susah, kok makin lama makin tidak wajar. Biasa nya dapat orderan lumayan, sekarang aplilasi nya cuma dapat 1 orderan. Gimna pihak driver indriver kereta. Kami semua butuh biaya untuk kerumah, masak kalian ngga bisa bagusin aplikasi nya, yang wajar terhadap kami. Kok makin bobrok ya indriver. Situasi dan kondisi kami yang tahu dilapangan. Kasih solusi terhadap kami ojol driver.;;;
Andiy Hendrawan;1;mau hapus akun gak bisa-bisa, dari awal daftar gak pernah kepake nih akun. sayang banget topup 50rb gak bisa ditarik, mau hapus akunnya disuruh chat sama contact support. Ribet banget aplikasi sampah;;;
Gentha Bp;1;Untuk bagian costumer service nya harap di tingkatkan lagi respondnya, mencari agen lama banget, udh kirim email jga lama gada balasan sama sekali, saldo kepotong 50 ribu lebih gara gara ada orang jahil nembakin orderan, yakali ga balik lagi saldonya;;;
ARI WIBOWO HALAWA;1;Mohon ke pada pihak Indriver untuk masalah lokasi jangan buat pelanggan kecewa kenapa masa saya mesan lokasi sesuai nama Daerah nya tp mapsnya malah bawak ke tempat lebih jauh.jadi kan berantam kek gini dgn pengemudi.alankah baiknya klo bisa aplikasi nya tutup ajalh buat masalah aja .masa pada saat buru buru kek gini di jadikan main main oleh pihak Indriver dan pihak maps kerja sama dong dikit;;;
JoanValentinoF;1;ga ngerti lagi sama apk 1 ini semenjak after lebaran langsung rusak, lu pada main/order ini apk sebaiknya jangan main dah udh rusak di fix juga ujung ujungnya di otak-atik sama ini punya apk, kalo saran ya main yg lain aja kayak Maxim meskipun masih rada ngawur tapi si Maxim ada peningkatan lah daripada ini apk, kalo pengen bagusnya gojek sama Grab, kalo main ini apk siapin mental aja, kalo saran ane sih mending main Maxim aja kalo ada dua kayak gojek dan grab mainin aja salah satunya;;;
Edy Junaedi;1;Tidak bisa untuk ganti nomor telpon padahal di pengaturan ada opsi untuk ganti nomor telpon. Saya sudah email tapi tidak ada tanggapan.. sungguh buruk akses pelayanan anda kepada driver nya;;;
Wahyudi Yudi;2;"Makin d update makin kacau min...masa ada orderan notif manual tidak bisa di cocol malah ada tulisan suruh update lg..pdahal ini sudah updatean yg terbaru..Masa tadinya udah prioritas malah jadi ga prioritas lagi..percuma dong udah beli jaket mahal"" klo ujung""y cuma d php....prihatin banget sama aplikasi ini...";;;
buah pare;1;Indrive semakin lama semakin tolol aplikasi ny,jarak 200m gak masuk otomatis giliran jarak 2km masuk otomatis udh harga 11rb jemput 2km tau lebih jemput ny kadang antert ke lokasi penumpang 4.8km harga 11rb,sama 7km Haraga 11rb,makin lama makin gak jls bnyak pindah lagi ke maxim apa lagi sekarang grab Gojek lagi ada promo,makin sepi aj indrive,di tambah lagi kadang yg di kensel Sama penumpang saldo malah kepotong tidak bisa balik kadang bisa balik klu otak indriver benar,;;;
Maulana Maulana;3;Mohon di perhatikan biar pun tidak ada saldo harusnya bisa ambil order dalam kota di kasihnya order non tunai,tolong di perbaiki lagi aplikasinya,grab atau Go-Jek aja biarpun tidak ada saldo masih bisa ambil order non tunai,terima kasih;;;
Nurohman Boim;2;semenjak di upgrade ke versi baru... orderan makin susah, yg dekat ga masuk tapi driver ug agk jauh masuk... tlong di perbaiki kembali system nya, karena kadang jd agak ngaco;;;
Yudha Permana;1;Aneh banget sistem otobidnya.. pengalaman nyata & sering terjadi. 1. Jarak puluhan meter malah muncul di daftar sortiran gak masuk lelangan tapi jarak jauh 5 km malah masuk lelangan ya pasti kalah. 2. Tarifnya murah banget gak manusiawi, parahnya lagi cs bisa ubah tarif yang gak masuk akal. 3. Ngapain juga mesti otobid, udah aja di bikin sederhana, orderan langsung di kasih ke driver dari server. 4. Layanan monoton, kurang promosi dari pihak aplikasi. Sisa 4 bintangnya nanti aja,benerin dlu;;;
Karya Jaelani;5;Aplikasi SDH mulai normal kembali, perlahan tp pasti Skrg sy SDH mulai menikmati mudahnya mendapatkan orderan. Saran sy untuk masalah maps mohon di buat otomatis terhubung langsung jika mendapatkan orderan. Tks;;;
Abdul Rohim;3;Banyak yg harus di perbaiki, Mulai dr orderan bug ( order sudah di terima masih muncul ) Autobid kurang gigit ( jarak 300 meter harus nyocol ) Pemotongan saldo yg di sebabkan cancel customer & yg paling penting dr aplikasi tolong system' ordernya di tujukan seperti sebelah ( tidak harus rebutan / customer pilih² driver );;;
Bani Marta Tanuna (Ragilé Surokarso);4;saya coba pakai fitur terima otomatis namun nada notifikasi senyap. Saat dlm posisi jalan saya tidak tahu jika ada orderan masuk. Mohon diberi ringtone yg nyaring. Trimakasih;;;
Ryan Pradana;1;Driver indriver kebanyakan ga tau diri order ojol nunggu udh 10 - 15 menit ga ad balasan chat. Dichat malah centang 1. Giliran dicancel tiba2 rating di indiriver saya malah turun. Woii yg salah driver kok malah customer yg kena!!!. Lagian driver kalau make double aplikasi ya gini... harusnya driver tuh fokus sama 1 aplikasi aja. Udh gtu driver byk alasan bgt. Tolong ya indriver hrs bener bener bisa kasih peringatan sama driver driver kyk gtu!!!!;;;
IPOENK;1;automatis penerimaan pesanan tidak ada gunanya orderan langsung hilang atau sudah diterima orderan jarak 100meter tidak masuk lelang tapi orderan yv jarak 3 sampai 4 km ikut lelang gimana pelanggan mau memilih driver yg jauh;;;
Yoga Agusdian f.;1;Saya sebagai mitra driver sangat kecewa. Karena jarak sering tidak sesuai, apalagi yang masuk ke driver malah yang jauh-jauh, yang deket malah sering gak dapet.;;;
Febri Chan;5;Sekarang susah banget dapet orderan, tolong lah permudah, tiap mau ngambil udh keambil terus, klo bisa ada sistim otomatis Nerima kaya sebelah, ini ada tapi kurang berguna.. sama tolong yg pake mod diberantas, ngerugiin ke yg pake aplikasi original, kalah terus sama yg pake mod;;;
Langi Alfian;1;Pendapatan menurun semenjak masuk fersi yang tidak jelas ini!!! Orderan yang dekat dengan driver tidak masuk room malah driver yang jauh yang masuk room!! Jarak antar jauh harga di edit paling rendah!!! Sistem indriver menyiksa rakyat!!!!;;;
m wahyu jati;1;Aplikasi terlalu murah Roda 4 tarif dasar kok Cuma 10 ribu, yang naik 3-4 orang lagi driver terima bersih 8.900. Kalau bilang tarif bisa d sepakati, ganti dulu tarif dasar mitra Roda 4. Karena sekarang ada fitur auto bid, mitra yg harga d atas harga dasar pasti kalah. 2023 ke 2024 harga juga mengalami penurunan. Ingat pengeluaran driver bulan cuma Bengsin, top up saldo aja! Sparepart, Oli, Ac, Ban, Pajak kendaraan. Tarif murah, tidak ada reward = Kolonialisme Modern;;;
Medon Satrio M. T. Pakpahan;1;1. Peta buruk 2. Autobid tidak berfungsi 3. Pengukuran jarak tarik lurus, pengemudi rugi jadinya 4. Banyak oknum2 yang nge-spam di list orderan 5. Saldo masih diatas 21 ribu sudah disuruh top up dengan alasan saldo terlalu sedikit 6. Ditambah lagi masalah akun tiba2 berubah menjadi kurir motor saja sehingga penumpang tidak lagi ditampilkan. Itu gimana solusinya?;;;
Theodorus Sirait;5;Aplikasi ini sebenar nya sangat bagus,tapi kalau bisa penumpang tidak boleh pilih pilih driver,dan jarak yang penumpang dari driver jangan terlalu jauh dong.;;;
Bang Dhika Chanel;1;Buat para driver jangan pernah Top'up melalu Qris apabila gagal uang akan lenyap,di suruh nunggu 2 hari namun tidak ada itikad baik di kembalikan atau di tambah saldo nya, lapor ke customer service belum cerita masalah nya sudah di kelarin dengan tidak ada solusi nya. Menurut saya indriver ini aplikator terburuk.;;;
Mohammad Usman Asegaf;5;Akhirnya semua saldo udah masuk, dan terselesaikan sejak indrive minta klarifikasi lebih lanjut lewat email, gak tau kenapa kalo ke agent sama di email beda, kalau di email langsung selesai, kaya bicara ke beda tim, tapi mungkin karna beda orang aja beda performa, apk 100jt download ke atas banyak dalam yg terlibat operasinya, bagus dah pokoknya, sekarang tenang🙏.;;;
Ichwan Alwi;5;Tolong perbaiki tampilan berdasarkan jarak penumpang dengan driver dimulai dari urutan jarak terdekat paling atas dan utamakan driver yang sudah prioritas, karena terkadang penumpang depan mata driver pun tidak masuk lelang;;;
Astrid Maytania;1;Padahal indriver udah banyak pelanggan.. Tapi sayang nya sistem nya makin sini makin jelek.. Emang ongkos murah.. Tapi jarak jmput nya jauh jauh..tolong d perbaikannya lagi sistem.. Nya;;;
Rudi Hartono;2;Kenapa handphone saya tetap kena notifikasi dari indrive. Sehingga saya tidak bisa login ke indrive. Tolong dibantu lah dikasih solusi buka indriver dihandphone saya.;;;
Yusuf 12;1;Aplikasi engga jelas ribet pakai pilih driver mau buru buru engga bisa jadi nya harus pilih driver dulu klau kaya aplikasi yg lain kan enak pesan langsung dapet. Engga kaya ini aplikasi apa harus milih driver segala salah milih driver jauh lama lagi nunggunya. Saran aja klau bisa rubah sistem nya kaya aplikasi yg ijo atau yg kuning mesan langsung dapat Engga harus milih milih dulu.;;;
Nadia Ayu;1;Masih banyak bug, masih banyak orang yang yang pake mod buat nyari orderan, deposit lewat qris sudah berhasil, tetapi di aplikasi indrive saldonya tidak masuk;;;
Zaga Ramadhan;1;Di cancel penumpang saldo malah berkurang., jgn begitu lah,emangnya cari duit gampang gituh.dzolim itu namanya. Blom aja di tinggalin para mitranya.;;;
Sugih Jaya3;5;"Setelah di update versi terbaru,,indrever semakin di depan,,Fitur "" Akun saya "" Dalam menu pengaturan jadi tidak ada,,layanan jadi khusus kurir secara tiba tiba,,sehingga layanan ride ( penumpang )jadi menghilang,,di chat di pusat bantuan,,tidak ada solusi,,,,";;;
Ferry Prasetyo;4;Oke saya tambahin bintang nya jadi 4 karena walaupun akun baru masih tetep di kasih orderan 1-3 orderan, cuma bug nya masih ada, jarak 585 meter ga muncul auto nya. Dan TOLONG tambahin fitur TUJUAN SEARAH biar kalo mau pulang gampang sama tolong dong adain INDRIFOOD tapi dengan sistem tanpa dana talangan, agar tidak ada orderan fiktif/palsu. Terimakasih;;;
Molek;5;"Apk rusak,semakin di update semakin parah penyakitnya.ini yang lebih parah banyak driver yang ga dapet"" orderan.perbanyak kantor nya,biar driver bisa silaturahmi. Sekian terimakasih";;;
Misran Misran;1;Aplikasi makin buruk...sistem tidak jelas.....semakin ramai pengguna nya....malah semakin bobrok sistem nya....apa tidak berpaling semua customer ke aplikasi ojol lain nya. Khusus nya IT indrive ini,kerjanya apa?.... Kebanyakan copy paste saja. Aplikasi tolol. Salam dari kami yang di kota Medan.;;;
Ray Pisra adventure;1;Balek kan.lagilah cocol manual.jngan ada otomatisnya hapus aja.... klo gini gk bisa naek ongkos. Rugi drivett. Saat hujan saat macet jalan...tolong dulu;;;
Nopita Sari;5;Tolong indrive di perbaiki lagi.makin lama makin sepi anyep bos.udah 2 Minggu zonk terus menerus gak pernah dapat duit gimana ini sedangkan yang di rumah nungguin.anak butuh jajan tolong lah kasih rame aplikasi indrive;;;
riyan hidayat;4;Tolong sesuaikan waktu penjemputan. Karena terlalu sedikit waktu untuk penjemputan sehingga driver telat sampai lokasi yg membuat reputasi jdi turun;;;
Moch Aull;1;"bobrok. sistem lelang tp gk tepat. msh bnyk yg pake mod cuma diksh notif doank. PUTUS MITRA langsung kaya apk ijo sebelah gk maen"" soal mod apk gk ori. klo kaya gitu. kasian cust ketipu waktu jarak driver jauh. karna pakai mod waktu bs diseting. klo kaya gitu yang jelek indriver dimata cust karna nipu jarak & waktu ulah driver"" yang pakai mod.";;;
Samuel Walter Pasaribu;4;Nah begini dong, chatnya udh bisa ngirim foto. Tinggal posisi drivernya aja dibenerin, masa kadang-kadang jarak drivernya 1 km lebih, padahal yang di deket kita banyak yg mau. Biasanya ini kejadian setelah kita cancel orderan sebelumnya. Padahal kadang kan yang minta cancel drivernya juga;;;
Muhammad Taufik;5;Awal jadi Pengemudi inDrive kalo ada orderan masuk selalu di beritahukan secara otomatis dan bunyi terus .. Sekarang sama sekali ga bunyi dan tidak ada pemberitahuan otomatis padahal jarak penumpang dibawah 1 km .. Alhasil nyocol sendiri dan semakin sulit dapat orderan/penumpang .. Berharap kembali normal seperti awal saya jadi Pengemudi di layanan Kota ..;;;
M. Farhan Solehudin;1;Jelek banget aplikasinya masa jarak driver 50 m tapi nggak di pilih, pemilihan drivernya nggak fair, banyak yang pake mod, kadang suka error nggak jelas, pengiriman kurir suka banyak barang yang hilang. MOHON LEBIH DI TINGKATKAN APLIKASINYA.;;;
Akmal Aufazani;1;"hati"" bagi para driver yang akan mengambil orderan kurir karena saya kena orderan fiktif dan pihak indrive pun tdk ada solusi untuk hal itu hanya disuruh menunggu 7 hari untuk di proses dan saran untuk developer agar menyempurnakan lg app nya agar orderan fiktif tdk terjadi lagi dan lagi.";;;
ADIM bekasi;4;"Kinerja kurang maksimal setiap, setiap mau mengambil orderan penawaran selalu menghilang tiba"" dan rute map suka tidak sesuai.";;;
Ahmad Taufik;4;Disaat Driver mendapatkan order kurir, aplikasi langsung berjalan terasa berat sekali, sampai terkadang map pun menjadi nge lag, apalagi buat Hp yg Ram nya kecil bakal sangat terasa sekali. Dan bila orderan kurir telah selesai barulah aplikasi berjalan normal kembali. Dirasa Dibagian order kurirnya banyak sekali BUG nya, tolong perbaiki! Dan untuk Nada Notifikasi tolong untuk bisa dibuat Custom sesuai selera Driver.;;;
kosman priatna;2;sekarang udh gak jelas antara auto ,udah percuma jadi prioritas juga kalah sama mod sama gak nya percuma.. orderan jadi susah masa auto harus cocol gx jelas..!!! bukanya perbaikan sistem malah kacau jadi males..👎;;;
eferiskia chanel;1;Aplikasi yg sangat sulit di gunakan, mau ubah status dari kurir motor ke bike(pengantaran penumpang) ga Nemu opsi gada fitur apapun buat ubah status itu, dan saat saya menghubungi tim dukungan dan saya sudah jelaskan keluhan saya untuk merubah status pekerjaan, respon tim dukungan indriver sangat sangat slow respon, udah 5 jam lebih ga di tanggapi keluhan/laporan saya, tolong developer bantu saya untuk merubah status/mode pekerjaan agar saya dpt orderan penumpang lg segera...makasih...;;;
Hendro Arif;1;Saya pertama kali isi saldo via qris pake gopay...pembayaran gopay sukses tapi saldo tidak masuk ke kredit indrive sudah 2 hari, Laporan sudah dan via email tidak ada tanggapan sama sekali, Parah ini aplikasi 👎👎👎;;;
IRFAN WAWAN CHANEL oficial;1;Aplikasi taik, banyak bug, boot di diemin bae, jarak dah 100 m ke penumpang tiba2 hilang, lebih parah dr kompetitor ga bisa bersaing goblook;;;
Abdul Zabbar;1;Tempat pengaduan lambat respon, saya diiming-imingi pasang stiker di mobil dapat bonus 200rb per target trip. Ini sudah sebulan blm masuk. Cs indriver saya hubungi respon tak ada;;;
Dodi Rohaendi;5;Hanya sebagai masukan untuk aplikator , seharusnya untuk orderan kurir di berikan kepada akun kurir saja. Karena saya sebagai akun kurir tdk pernah ada orderan yang masuk. Hampir 3 bln blm ada orderan yg nyangkut. Akun veteran saya tdk ada fungsinya. Mudah2an kedepan nya ada perubahan.;;;
Achmad Zamakh;2;Sistem sudah auto bid tetapi kenapa saya cari penyelesaian di dukungan dan itu cari agen yang menyelesaikan permasalahan saya lama banget carinya tolong di permudah dan di tingkatin lagi ke arah dukungan agar driver Laen tidak bingung cari penyelesaian masalah lain.Terima kasih;;;
KILAU STORY;5;kami sebagai driver pengguna ORI kalah sama aplikasi mod.mohon untuk aplikasi yg ORI disediakan auto bid. nanti saya tambahi 🌟🌟🌟🌟🌟 kalau sudah ada untuk semua driver tanpa terkecuali.;;;
Goris Riatman;5;"Aplikasinya bagus tapi kenapa ya kalo misal nya di satu hari itu saya dapat banyak orderan terus di hari besok nya malah saya bisa ga dapat sama sekali orderan padahal di halaman bagian rating nya saya itu sudah menjadi prioritas ""Tinggi"", Mohon penjelasan nya ya... Terima Kasih, 🙏";;;
Yaser Arafat;1;Semakin kesini semakin susah dapet orderan.segera di update kembali untuk depelover nya untuk.auto terima orderan bener² bukan lelang atau penumpang yang pilih sendiri driver nya .tolong di perbaiki auto otomatis biar semua Drive kebagian orderan nya . Mohon dibantu ya tim develover 🙏;;;
Nenk Dewinta;4;Saya kecewa karena rata-rata jarak yg di munculkan 5km ke atas itu sangat jauh, kemaren jemput penumpang 8 km karena terpaksa belum dapat order setelah sampai saya di marahi penumpang tolong jarak orderan nya yang terjangkau min Terima kasih;;;
Ahmad Kurniawan;4;Tolong keluhan para mitra juga di dengar!!! Untuk sekarang mulai membaik, tapi sering ada bug dan adakan lagi fitur (end route). Tolong di perbaiki dan 1 hal yg paling aneh kenapa mitra baru dan mitra lama di sama ratakan? Tolong hal itu di pikirkan kembali , karena merugikan mitra lama. Terimakasih;;;
bang mancung;1;Payah orderan sepi tidak ada yang masuk sama sekali ada apakah ini, biasanya bunyi terus sekarang susah akun udah di bawa ngider sana sini tetep anyep... Di tambah cs yang milih milih driver;;;
